2022-11-24,R,Transfer,PAC Internazionale,> PAC Internazionale,1500.0,EUR,Trasferimento,Trasferimento,Trasferimento da Intesa a PAC Internazionale
2022-12-01,R,Transfer,PAC Internazionale,> PAC Internazionale,100.0,EUR,Trasferimento,Trasferimento,Trasferimento da Intesa a PAC Internazionale
