2022-11-21,R,Transfer,PAC EU,> PAC EU,1500.0,EUR,Trasferimento,Trasferimento,Trasferimento da Intesa a PAC EU
2022-12-06,R,Transfer,PAC EU,> PAC EU,100.0,EUR,Trasferimento,Trasferimento,Trasferimento da Intesa a PAC EU
