2022-12-19,R,Withdrawal,Intesa,None,-6.05,EUR,Viaggi,Trasporti,Biglietto 24 ore Varsavia
2022-12-19,R,Withdrawal,Intesa,None,-4.73,EUR,Viaggi,Cibo,Colazione Varsavia
2022-12-19,R,Withdrawal,Intesa,None,-12.46,EUR,Viaggi,Cibo,Pizza Varsavia
2022-12-19,R,Withdrawal,Intesa,None,-16.18,EUR,Viaggi,Altro,Prelievo Varsavia porcodio
2022-12-20,R,Withdrawal,Intesa,None,-5.1,EUR,Viaggi,Trasporti,Biglietto Napoli Salerno
2022-12-20,R,Withdrawal,Intesa,None,-2.6,EUR,Viaggi,Trasporti,Biglietto salerno fisciano a/r
2022-12-20,R,Withdrawal,Intesa,None,-8.1,EUR,Viaggi,Trasporti,Biglietto sita Salerno san brancato
2022-12-20,R,Withdrawal,Intesa,None,-25.0,EUR,Altre Uscite,,Donazione anziani
2022-12-25,R,Withdrawal,Intesa,None,-4.99,EUR,Informatica,Software,Spotify
2022-12-31,R,Withdrawal,Intesa,None,-2.9,EUR,Tasse,,Imposta di bollo
