2022-04-25,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Autobus,Autobus Salerno Fisciano
2022-04-25,R,Withdrawal,Revolut,None,-7.5,EUR,Cibo,Mangiare fuori,Burger king
2022-04-25,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Treno,Treno salerno
2022-04-25,R,Withdrawal,Revolut,None,-2.0,EUR,Cibo:Mangiare fuori,Merenda,gelato
2022-04-26,R,Withdrawal,Revolut,None,-15.0,EUR,Cibo:Mangiare fuori,Pranzo,Barbecue
2022-04-28,R,Withdrawal,Revolut,None,-4.0,EUR,Cibo:Mangiare fuori,Cena,Kebab
2022-04-30,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Autobus,Autobus Salerno Fisciano
2022-04-30,R,Withdrawal,Revolut,None,-3.5,EUR,Trasporti,Metro,Metro Napoli giornaliero
2022-04-30,R,Withdrawal,Revolut,None,-9.4,EUR,Trasporti,Treno,Treno napoli
2022-05-02,R,Withdrawal,Revolut,None,-43.1,EUR,Cibo,Spesa,Spesa Eurospin
2022-05-03,R,Withdrawal,Revolut,None,-5.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-05-05,R,Deposit,Revolut,None,7.2,EUR,Altre Entrate,,Soldi Sofiya boh
2022-05-07,R,Withdrawal,Revolut,None,-2.0,EUR,Cibo,Spesa,birra e pepsi
2022-05-11,R,Withdrawal,Revolut,None,-10.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza e patatine
2022-05-12,R,Withdrawal,Revolut,None,-3.7,EUR,Cibo,Spesa,Spesa Eurospin acqua
2022-05-14,R,Withdrawal,Revolut,None,-1.2,EUR,Cibo,Spesa,Piretta Johnny
2022-05-14,R,Withdrawal,Revolut,None,-5.4,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-05-15,R,Withdrawal,Revolut,None,-3.0,EUR,Cibo,Spesa,Zanzariera
2022-05-17,R,Withdrawal,Revolut,None,-4.0,EUR,Cibo:Mangiare fuori,Cena,Kebab
2022-05-19,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Treno,Biglietti treno
2022-05-21,R,Withdrawal,Revolut,None,-10.0,EUR,Trasporti,Autobus,Autobus San brancato Fisciano
2022-05-23,R,Withdrawal,Revolut,None,-100.0,EUR,Tempo Libero,,Maglia Ibrahimovic
2022-05-23,R,Withdrawal,Revolut,None,-51.0,EUR,Cibo,Spesa,Spesa Eurospin
2022-05-25,R,Withdrawal,Revolut,None,-7.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-05-27,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Autobus,Autobus Salerno Fisciano
2022-05-28,R,Withdrawal,Revolut,None,-7.84,EUR,Cibo:Mangiare fuori,Pranzo,Pizza fritta e frittatina di pasta
2022-05-28,R,Withdrawal,Revolut,None,-29.95,EUR,Spese domestiche:Abbigliamento,Vestiti,Terranova pantaloncini
2022-05-28,R,Withdrawal,Revolut,None,-2.4,EUR,Trasporti,Treno,Treno fratte a/r
2022-05-29,R,Withdrawal,Revolut,None,-9.5,EUR,Cibo,Mangiare fuori,Panino Just eat
2022-05-30,R,Withdrawal,Revolut,None,-44.91,EUR,Viaggi,Trasporti,Aereo Napoli Vienna a/r
2022-05-30,R,Withdrawal,Revolut,None,-43.0,EUR,Lavoro,Viaggi,Hotel bologna
2022-05-30,R,Withdrawal,Revolut,None,-5.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-05-31,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Autobus,Autobus Salerno Fisciano
2022-06-01,R,Withdrawal,Revolut,None,-7.0,EUR,Viaggi,Attrazioni,Museo Cappella San Severo Napoli
2022-06-05,R,Withdrawal,Revolut,None,-25.61,EUR,Viaggi,Altro,Buste sottovuoto
2022-06-06,R,Withdrawal,Revolut,None,-19.99,EUR,Viaggi,Altro,Ordine amazon asciugamani viaggio
2022-06-07,R,Withdrawal,Revolut,None,-6.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-06-07,R,Withdrawal,Revolut,None,-15.29,EUR,Informatica,Altro,adattatore jack cuffie USB c
2022-06-10,R,Withdrawal,Revolut,None,-14.1,EUR,Viaggi,Trasporti,48h trasporti vienna
2022-06-10,R,Withdrawal,Revolut,None,-5.0,EUR,Viaggi,Trasporti,Alibus napoli aeroporto
2022-06-10,R,Withdrawal,Revolut,None,-4.3,EUR,Viaggi,Trasporti,Biglietto aeroporto vienna
2022-06-10,R,Withdrawal,Revolut,None,-4.7,EUR,Viaggi,Trasporti,Biglietto fisciano napoli
2022-06-10,R,Withdrawal,Revolut,None,-1.1,EUR,Viaggi,Trasporti,Metro Napoli
2022-06-10,R,Withdrawal,Revolut,None,-115.0,EUR,Viaggi,Attrazioni,Vienna pass 2 giorni
2022-06-12,R,Withdrawal,Revolut,None,-5.0,EUR,Viaggi,Trasporti,Alibus aeroporto napoli
2022-06-12,R,Withdrawal,Revolut,None,-1.2,EUR,Viaggi,Trasporti,Biglietto salerno fisciano
2022-06-12,R,Withdrawal,Revolut,None,-15.96,EUR,Cibo:Mangiare fuori,Pranzo,Pizza birra e patatine
2022-06-12,R,Withdrawal,Revolut,None,-4.7,EUR,Viaggi,Trasporti,Treno napoli salerno
2022-06-14,R,Withdrawal,Revolut,None,-0.8,EUR,Cibo,Spesa,Panna salmone
2022-06-14,R,Withdrawal,Revolut,None,-6.5,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-06-16,R,Withdrawal,Revolut,None,-5.72,EUR,Cibo,Spesa,Aperitizio
2022-06-17,R,Withdrawal,Revolut,None,-20.0,EUR,Regali,,Regalo laurea Carmine
2022-06-18,R,Withdrawal,Revolut,None,-5.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
